DAY,Section(DE),ROOM1,11,ROOM2,12,ROOM3,13,ROOM4,15,ROOM5,16,ROOM6,17
Thursday,AI_CS-34,B-306,AI(DE),X,X,X,X,X,X,X,X,X,X
Thursday,AI_CS-35,X,X,B-401,AI(DE),X,X,X,X,X,X,X,X
Thursday,AI_CS-36,B-401,AI(DE),X,X,X,X,X,X,X,X,X,X
Thursday,AI_CS-37,X,X,B-402,AI(DE),X,X,X,X,X,X,X,X
Thursday,AI_CS-38,X,X,A-LH-009,AI(DE),X,X,X,X,X,X,X,X
Thursday,BD_CS-1,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-2,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-3,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-4,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-5,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-6,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-7,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-8,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-9,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-10,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-11,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-12,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-13,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-14,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-15,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-16,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-17,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-18,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-19,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-20,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-21,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-22,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-23,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-24,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-25,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-26,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-27,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-28,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_CS-29,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,DMDW_CS-1,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,DMDW_CS-2,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,DMDW_CS-3,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,DMDW_CS-4,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,DMDW_CS-5,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,DMDW_CS-6,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,CI_CS-1,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,CI_CS-2,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,CI_CS-3,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,CI_CS-4,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,CI_CS-5,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,CI_CS-6,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,DMDW_IT-1,A-LH-010,DMDW(DE),X,X,X,X,X,X,X,X,X,X
Thursday,DMDW_IT-2,X,X,A-LH-010,DMDW(DE),X,X,X,X,X,X,X,X
Thursday,DMDW_IT-3,A-LH-005,DMDW(DE),X,X,X,X,X,X,X,X,X,X
Thursday,CRP_IT-1,X,X,A-LH-104,CRP(DE),X,X,X,X,X,X,X,X
Thursday,CI_IT-1,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_IT-1,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_IT-2,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,BD_IT-3,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,AI_CE-1,B-201,AI(DE),X,X,X,X,X,X,X,X,X,X
Thursday,AI_CE-2,A-LH-104,AI(DE),X,X,X,X,X,X,X,X,X,X
Thursday,ITC_CE-1,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,ITC_CE-2,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,NLP_SE-1,X,X,A-LH-109,NLP(DE),X,X,X,X,X,X,X,X
Thursday,CI_SE-1,A-LH-009,CI(DE),X,X,X,X,X,X,X,X,X,X
Thursday,ML_SE-1,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,ML_SE-2,X,X,X,X,X,X,X,X,X,X,X,X
Friday,CRP_CS-1,X,X,X,X,X,X,X,X,X,X,X,X
Friday,CRP_CS-2,X,X,X,X,X,X,X,X,B-402,CRP(DE),X,X
Friday,CRP_CS-3,X,X,X,X,X,X,X,X,X,X,X,X
Friday,AI_CS-1,X,X,X,X,X,X,X,X,B-403,AI(DE),X,X
Friday,AI_CS-2,X,X,X,X,X,X,X,X,X,X,X,X
Friday,AI_CS-3,X,X,X,X,X,X,X,X,B-404,AI(DE),X,X
Friday,AI_CS-4,X,X,X,X,X,X,X,X,X,X,X,X
Friday,AI_CS-5,X,X,X,X,X,X,X,X,B-405,AI(DE),X,X
Friday,AI_CS-6,X,X,X,X,X,X,X,X,X,X,X,X
Friday,AI_CS-7,X,X,X,X,X,X,X,X,B-406,AI(DE),X,X
Friday,AI_CS-8,X,X,X,X,X,X,X,X,X,X,X,X
Friday,AI_CS-9,X,X,X,X,X,X,X,X,A-LH-003,AI(DE),X,X
Friday,AI_CS-10,X,X,X,X,X,X,X,X,X,X,X,X
Friday,AI_CS-11,X,X,X,X,X,X,X,X,A-LH-004,AI(DE),X,X
Friday,AI_CS-12,X,X,X,X,X,X,X,X,X,X,X,X
Friday,AI_CS-13,X,X,X,X,X,X,X,X,B-202,AI(DE),X,X
Friday,AI_CS-14,X,X,X,X,X,X,X,X,X,X,X,X
Friday,AI_CS-15,X,X,X,X,X,X,X,X,B-203,AI(DE),X,X
Friday,AI_CS-16,X,X,X,X,X,X,X,X,X,X,X,X
Friday,AI_CS-17,X,X,X,X,X,X,X,X,X,X,X,X
Friday,AI_CS-18,X,X,X,X,X,X,X,X,B-204,AI(DE),X,X
Friday,AI_CS-19,X,X,X,X,X,X,X,X,B-205,AI(DE),X,X
Friday,AI_CS-20,X,X,X,X,X,X,X,X,B-206,AI(DE),X,X
Friday,AI_CS-21,X,X,X,X,X,X,X,X,X,X,X,X
Friday,AI_CS-22,X,X,X,X,X,X,X,X,B-301,AI(DE),X,X
Friday,AI_CS-23,X,X,X,X,X,X,X,X,X,X,X,X
Friday,AI_CS-24,X,X,X,X,X,X,X,X,B-302,AI(DE),X,X
Friday,AI_CS-25,X,X,X,X,X,X,X,X,X,X,X,X
Friday,AI_CS-26,X,X,X,X,X,X,X,X,X,X,X,X
Friday,AI_CS-27,X,X,X,X,X,X,X,X,B-303,AI(DE),X,X
Friday,AI_CS-28,X,X,X,X,X,X,X,X,X,X,X,X
Friday,AI_CS-29,X,X,X,X,X,X,X,X,B-304,AI(DE),X,X
Friday,AI_CS-30,X,X,X,X,X,X,X,X,X,X,X,X
Friday,AI_CS-31,X,X,X,X,X,X,X,X,B-305,AI(DE),X,X
Friday,AI_CS-32,X,X,X,X,X,X,X,X,X,X,X,X
Friday,AI_CS-33,X,X,X,X,X,X,X,X,X,X,X,X
Friday,AI_CS-34,X,X,X,X,X,X,X,X,B-306,AI(DE),X,X
Friday,AI_CS-35,X,X,X,X,X,X,X,X,X,X,X,X
Friday,AI_CS-36,X,X,X,X,X,X,X,X,B-401,AI(DE),X,X
Friday,AI_CS-37,X,X,X,X,X,X,X,X,X,X,X,X
Friday,AI_CS-38,X,X,X,X,X,X,X,X,X,X,X,X
Friday,BD_CS-1,X,X,X,X,X,X,B-303,BD(DE),X,X,X,X
Friday,BD_CS-2,X,X,X,X,X,X,X,X,X,X,B-206,BD(DE)
Friday,BD_CS-3,X,X,X,X,X,X,B-301,BD(DE),X,X,X,X
Friday,BD_CS-4,X,X,X,X,X,X,X,X,X,X,B-301,BD(DE)
Friday,BD_CS-5,X,X,X,X,X,X,B-302,BD(DE),X,X,X,X
Friday,BD_CS-6,X,X,X,X,X,X,X,X,X,X,B-302,BD(DE)
Friday,BD_CS-7,X,X,X,X,X,X,B-304,BD(DE),X,X,X,X
Friday,BD_CS-8,X,X,X,X,X,X,X,X,X,X,B-303,BD(DE)
Friday,BD_CS-9,X,X,X,X,X,X,B-305,BD(DE),X,X,X,X
Friday,BD_CS-10,X,X,X,X,X,X,X,X,X,X,B-406,BD(DE)
Friday,BD_CS-11,X,X,X,X,X,X,B-406,BD(DE),X,X,X,X
Friday,BD_CS-12,X,X,X,X,X,X,X,X,X,X,A-LH-003,BD(DE)
Friday,BD_CS-13,X,X,X,X,X,X,B-401,BD(DE),X,X,X,X
Friday,BD_CS-14,X,X,X,X,X,X,X,X,X,X,B-403,BD(DE)
Friday,BD_CS-15,X,X,X,X,X,X,X,X,X,X,B-305,BD(DE)
Friday,BD_CS-16,X,X,X,X,X,X,B-202,BD(DE),X,X,X,X
Friday,BD_CS-17,X,X,X,X,X,X,X,X,X,X,B-201,BD(DE)
Friday,BD_CS-18,X,X,X,X,X,X,A-LH-104,BD(DE),X,X,X,X
Friday,BD_CS-19,X,X,X,X,X,X,X,X,X,X,B-304,BD(DE)
Friday,BD_CS-20,X,X,X,X,X,X,B-306,BD(DE),X,X,X,X
Friday,BD_CS-21,X,X,X,X,X,X,B-206,BD(DE),X,X,X,X
Friday,BD_CS-22,X,X,X,X,X,X,X,X,X,X,B-205,BD(DE)
Friday,BD_CS-23,X,X,X,X,X,X,X,X,X,X,B-202,BD(DE)
Friday,BD_CS-24,X,X,X,X,X,X,B-201,BD(DE),X,X,X,X
Friday,BD_CS-25,X,X,X,X,X,X,X,X,X,X,A-LH-004,BD(DE)
Friday,BD_CS-26,X,X,X,X,X,X,A-LH-003,BD(DE),X,X,X,X
Friday,BD_CS-27,X,X,X,X,X,X,A-LH-004,BD(DE),X,X,X,X
Friday,BD_CS-28,X,X,X,X,X,X,B-402,BD(DE),X,X,X,X
Friday,BD_CS-29,X,X,X,X,X,X,B-403,BD(DE),X,X,X,X
Friday,DMDW_CS-1,X,X,X,X,X,X,X,X,X,X,B-306,DMDW(DE)
Friday,DMDW_CS-2,X,X,X,X,X,X,B-203,DMDW(DE),X,X,X,X
Friday,DMDW_CS-3,X,X,X,X,X,X,X,X,X,X,B-203,DMDW(DE)
Friday,DMDW_CS-4,X,X,X,X,X,X,A-LH-105,DMDW(DE),X,X,X,X
Friday,DMDW_CS-5,X,X,X,X,X,X,X,X,X,X,A-LH-005,DMDW(DE)
Friday,DMDW_CS-6,X,X,X,X,X,X,A-LH-005,DMDW(DE),X,X,X,X
Friday,CI_CS-1,X,X,X,X,X,X,X,X,X,X,A-LH-009,CI(DE)
Friday,CI_CS-2,X,X,X,X,X,X,B-404,CI(DE),X,X,X,X
Friday,CI_CS-3,X,X,X,X,X,X,X,X,X,X,B-404,CI(DE)
Friday,CI_CS-4,X,X,X,X,X,X,X,X,X,X,B-401,CI(DE)
Friday,CI_CS-5,X,X,X,X,X,X,B-204,CI(DE),X,X,X,X
Friday,CI_CS-6,X,X,X,X,X,X,B-205,CI(DE),X,X,X,X
Friday,DMDW_IT-1,X,X,X,X,X,X,X,X,A-LH-010,DMDW(DE),X,X
Friday,DMDW_IT-2,X,X,X,X,X,X,X,X,X,X,X,X
Friday,DMDW_IT-3,X,X,X,X,X,X,X,X,A-LH-005,DMDW(DE),X,X
Friday,CRP_IT-1,X,X,X,X,X,X,X,X,X,X,X,X
Friday,CI_IT-1,X,X,X,X,X,X,X,X,X,X,B-405,CI(DE)
Friday,BD_IT-1,X,X,X,X,X,X,B-405,BD(DE),X,X,X,X
Friday,BD_IT-2,X,X,X,X,X,X,X,X,X,X,B-402,BD(DE)
Friday,BD_IT-3,X,X,X,X,X,X,X,X,X,X,B-204,BD(DE)
Friday,AI_CE-1,X,X,X,X,X,X,X,X,B-201,AI(DE),X,X
Friday,AI_CE-2,X,X,X,X,X,X,X,X,A-LH-104,AI(DE),X,X
Friday,ITC_CE-1,X,X,X,X,X,X,A-LH-010,ITC(DE),X,X,X,X
Friday,ITC_CE-2,X,X,X,X,X,X,X,X,X,X,A-LH-104,ITC(DE)
Friday,NLP_SE-1,X,X,X,X,X,X,X,X,X,X,X,X
Friday,CI_SE-1,X,X,X,X,X,X,X,X,A-LH-009,CI(DE),X,X
Friday,ML_SE-1,X,X,X,X,X,X,A-LH-009,ML(DE),X,X,X,X
Friday,ML_SE-2,X,X,X,X,X,X,X,X,X,X,A-LH-010,ML(DE)
Saturday,CRP_CS-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,CRP_CS-2,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,CRP_CS-3,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-2,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-3,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-4,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-5,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-6,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-7,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-8,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-9,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-10,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-11,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-12,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-13,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-14,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-15,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-16,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-17,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-18,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-19,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-20,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-21,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-22,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-23,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-24,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-25,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-26,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-27,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-28,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-29,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-30,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-31,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-32,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-33,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-34,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-35,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-36,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-37,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CS-38,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-2,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-3,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-4,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-5,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-6,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-7,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-8,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-9,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-10,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-11,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-12,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-13,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-14,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-15,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-16,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-17,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-18,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-19,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-20,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-21,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-22,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-23,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-24,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-25,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-26,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-27,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-28,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_CS-29,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DMDW_CS-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DMDW_CS-2,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DMDW_CS-3,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DMDW_CS-4,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DMDW_CS-5,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DMDW_CS-6,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,CI_CS-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,CI_CS-2,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,CI_CS-3,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,CI_CS-4,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,CI_CS-5,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,CI_CS-6,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DMDW_IT-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DMDW_IT-2,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DMDW_IT-3,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,CRP_IT-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,CI_IT-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_IT-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_IT-2,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,BD_IT-3,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CE-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,AI_CE-2,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ITC_CE-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ITC_CE-2,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,NLP_SE-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,CI_SE-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML_SE-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML_SE-2,X,X,X,X,X,X,X,X,X,X,X,X
