DAY,Section(DE),ROOM1,11,ROOM2,12,ROOM3,13,ROOM4,15,ROOM5,16,ROOM6,17
Monday,AI_CS-21,B-205,AI(DE),X,X,X,X,X,X,X,X,X,X
Monday,AI_CS-22,X,X,B-301,AI(DE),X,X,X,X,X,X,X,X
Monday,AI_CS-23,B-206,AI(DE),X,X,X,X,X,X,X,X,X,X
Monday,AI_CS-24,X,X,B-302,AI(DE),X,X,X,X,X,X,X,X
Monday,AI_CS-25,B-301,AI(DE),X,X,X,X,X,X,X,X,X,X
Monday,AI_CS-26,B-302,AI(DE),X,X,X,X,X,X,X,X,X,X
Monday,AI_CS-27,X,X,B-303,AI(DE),X,X,X,X,X,X,X,X
Monday,AI_CS-28,B-303,AI(DE),X,X,X,X,X,X,X,X,X,X
Monday,AI_CS-29,X,X,B-304,AI(DE),X,X,X,X,X,X,X,X
Monday,AI_CS-30,B-304,AI(DE),X,X,X,X,X,X,X,X,X,X
Monday,AI_CS-31,X,X,B-305,AI(DE),X,X,X,X,X,X,X,X
Monday,AI_CS-32,B-305,AI(DE),X,X,X,X,X,X,X,X,X,X
Monday,AI_CS-33,B-306,AI(DE),X,X,X,X,X,X,X,X,X,X
Monday,AI_CS-34,X,X,B-306,AI(DE),X,X,X,X,X,X,X,X
Monday,AI_CS-35,B-401,AI(DE),X,X,X,X,X,X,X,X,X,X
Monday,AI_CS-36,X,X,B-401,AI(DE),X,X,X,X,X,X,X,X
Monday,AI_CS-37,B-402,AI(DE),X,X,X,X,X,X,X,X,X,X
Monday,AI_CS-38,A-LH-009,AI(DE),X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-1,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-2,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-3,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-4,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-5,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-6,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-7,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-8,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-9,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-10,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-11,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-12,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-13,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-14,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-15,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-16,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-17,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-18,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-19,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-20,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-21,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-22,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-23,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-24,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-25,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-26,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-27,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-28,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_CS-29,X,X,X,X,X,X,X,X,X,X,X,X
Monday,DMDW_CS-1,X,X,X,X,X,X,X,X,X,X,X,X
Monday,DMDW_CS-2,X,X,X,X,X,X,X,X,X,X,X,X
Monday,DMDW_CS-3,X,X,X,X,X,X,X,X,X,X,X,X
Monday,DMDW_CS-4,X,X,X,X,X,X,X,X,X,X,X,X
Monday,DMDW_CS-5,X,X,X,X,X,X,X,X,X,X,X,X
Monday,DMDW_CS-6,X,X,X,X,X,X,X,X,X,X,X,X
Monday,CI_CS-1,X,X,X,X,X,X,X,X,X,X,X,X
Monday,CI_CS-2,X,X,X,X,X,X,X,X,X,X,X,X
Monday,CI_CS-3,X,X,X,X,X,X,X,X,X,X,X,X
Monday,CI_CS-4,X,X,X,X,X,X,X,X,X,X,X,X
Monday,CI_CS-5,X,X,X,X,X,X,X,X,X,X,X,X
Monday,CI_CS-6,X,X,X,X,X,X,X,X,X,X,X,X
Monday,DMDW_IT-1,X,X,A-LH-010,DMDW(DE),X,X,X,X,X,X,X,X
Monday,DMDW_IT-2,A-LH-010,DMDW(DE),X,X,X,X,X,X,X,X,X,X
Monday,DMDW_IT-3,X,X,A-LH-005,DMDW(DE),X,X,X,X,X,X,X,X
Monday,CRP_IT-1,A-LH-104,CRP(DE),X,X,X,X,X,X,X,X,X,X
Monday,CI_IT-1,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_IT-1,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_IT-2,X,X,X,X,X,X,X,X,X,X,X,X
Monday,BD_IT-3,X,X,X,X,X,X,X,X,X,X,X,X
Monday,AI_CE-1,X,X,B-201,AI(DE),X,X,X,X,X,X,X,X
Monday,AI_CE-2,X,X,A-LH-104,AI(DE),X,X,X,X,X,X,X,X
Monday,ITC_CE-1,X,X,X,X,X,X,X,X,X,X,X,X
Monday,ITC_CE-2,X,X,X,X,X,X,X,X,X,X,X,X
Monday,NLP_SE-1,A-LH-109,NLP(DE),X,X,X,X,X,X,X,X,X,X
Monday,CI_SE-1,X,X,A-LH-009,CI(DE),X,X,X,X,X,X,X,X
Monday,ML_SE-1,X,X,X,X,X,X,X,X,X,X,X,X
Monday,ML_SE-2,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,CRP_CS-1,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,CRP_CS-2,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,CRP_CS-3,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-1,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-2,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-3,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-4,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-5,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-6,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-7,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-8,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-9,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-10,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-11,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-12,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-13,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-14,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-15,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-16,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-17,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-18,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-19,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-20,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-21,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-22,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-23,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-24,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-25,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-26,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-27,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-28,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-29,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-30,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-31,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-32,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-33,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-34,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-35,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-36,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-37,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CS-38,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,BD_CS-1,B-303,BD(DE),X,X,X,X,X,X,X,X,X,X
Tuesday,BD_CS-2,X,X,B-206,BD(DE),X,X,X,X,X,X,X,X
Tuesday,BD_CS-3,B-301,BD(DE),X,X,X,X,X,X,X,X,X,X
Tuesday,BD_CS-4,X,X,B-301,BD(DE),X,X,X,X,X,X,X,X
Tuesday,BD_CS-5,B-302,BD(DE),X,X,X,X,X,X,X,X,X,X
Tuesday,BD_CS-6,X,X,B-302,BD(DE),X,X,X,X,X,X,X,X
Tuesday,BD_CS-7,B-304,BD(DE),X,X,X,X,X,X,X,X,X,X
Tuesday,BD_CS-8,X,X,B-303,BD(DE),X,X,X,X,X,X,X,X
Tuesday,BD_CS-9,B-305,BD(DE),X,X,X,X,X,X,X,X,X,X
Tuesday,BD_CS-10,X,X,B-406,BD(DE),X,X,X,X,X,X,X,X
Tuesday,BD_CS-11,B-406,BD(DE),X,X,X,X,X,X,X,X,X,X
Tuesday,BD_CS-12,X,X,A-LH-003,BD(DE),X,X,X,X,X,X,X,X
Tuesday,BD_CS-13,B-401,BD(DE),X,X,X,X,X,X,X,X,X,X
Tuesday,BD_CS-14,X,X,B-403,BD(DE),X,X,X,X,X,X,X,X
Tuesday,BD_CS-15,X,X,B-305,BD(DE),X,X,X,X,X,X,X,X
Tuesday,BD_CS-16,B-202,BD(DE),X,X,X,X,X,X,X,X,X,X
Tuesday,BD_CS-17,X,X,B-201,BD(DE),X,X,X,X,X,X,X,X
Tuesday,BD_CS-18,A-LH-104,BD(DE),X,X,X,X,X,X,X,X,X,X
Tuesday,BD_CS-19,X,X,B-304,BD(DE),X,X,X,X,X,X,X,X
Tuesday,BD_CS-20,B-306,BD(DE),X,X,X,X,X,X,X,X,X,X
Tuesday,BD_CS-21,B-206,BD(DE),X,X,X,X,X,X,X,X,X,X
Tuesday,BD_CS-22,X,X,B-205,BD(DE),X,X,X,X,X,X,X,X
Tuesday,BD_CS-23,X,X,B-202,BD(DE),X,X,X,X,X,X,X,X
Tuesday,BD_CS-24,B-201,BD(DE),X,X,X,X,X,X,X,X,X,X
Tuesday,BD_CS-25,X,X,A-LH-004,BD(DE),X,X,X,X,X,X,X,X
Tuesday,BD_CS-26,A-LH-003,BD(DE),X,X,X,X,X,X,X,X,X,X
Tuesday,BD_CS-27,A-LH-004,BD(DE),X,X,X,X,X,X,X,X,X,X
Tuesday,BD_CS-28,B-402,BD(DE),X,X,X,X,X,X,X,X,X,X
Tuesday,BD_CS-29,B-403,BD(DE),X,X,X,X,X,X,X,X,X,X
Tuesday,DMDW_CS-1,X,X,B-306,DMDW(DE),X,X,X,X,X,X,X,X
Tuesday,DMDW_CS-2,B-203,DMDW(DE),X,X,X,X,X,X,X,X,X,X
Tuesday,DMDW_CS-3,X,X,B-203,DMDW(DE),X,X,X,X,X,X,X,X
Tuesday,DMDW_CS-4,A-LH-105,DMDW(DE),X,X,X,X,X,X,X,X,X,X
Tuesday,DMDW_CS-5,X,X,A-LH-005,DMDW(DE),X,X,X,X,X,X,X,X
Tuesday,DMDW_CS-6,A-LH-005,DMDW(DE),X,X,X,X,X,X,X,X,X,X
Tuesday,CI_CS-1,X,X,A-LH-009,CI(DE),X,X,X,X,X,X,X,X
Tuesday,CI_CS-2,B-404,CI(DE),X,X,X,X,X,X,X,X,X,X
Tuesday,CI_CS-3,X,X,B-404,CI(DE),X,X,X,X,X,X,X,X
Tuesday,CI_CS-4,X,X,B-401,CI(DE),X,X,X,X,X,X,X,X
Tuesday,CI_CS-5,B-204,CI(DE),X,X,X,X,X,X,X,X,X,X
Tuesday,CI_CS-6,B-205,CI(DE),X,X,X,X,X,X,X,X,X,X
Tuesday,DMDW_IT-1,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,DMDW_IT-2,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,DMDW_IT-3,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,CRP_IT-1,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,CI_IT-1,X,X,B-405,CI(DE),X,X,X,X,X,X,X,X
Tuesday,BD_IT-1,B-405,BD(DE),X,X,X,X,X,X,X,X,X,X
Tuesday,BD_IT-2,X,X,B-402,BD(DE),X,X,X,X,X,X,X,X
Tuesday,BD_IT-3,X,X,B-204,BD(DE),X,X,X,X,X,X,X,X
Tuesday,AI_CE-1,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,AI_CE-2,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,ITC_CE-1,A-LH-010,ITC(DE),X,X,X,X,X,X,X,X,X,X
Tuesday,ITC_CE-2,X,X,A-LH-104,ITC(DE),X,X,X,X,X,X,X,X
Tuesday,NLP_SE-1,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,CI_SE-1,X,X,X,X,X,X,X,X,X,X,X,X
Tuesday,ML_SE-1,A-LH-009,ML(DE),X,X,X,X,X,X,X,X,X,X
Tuesday,ML_SE-2,X,X,A-LH-010,ML(DE),X,X,X,X,X,X,X,X
Wednesday,CRP_CS-1,X,X,X,X,X,X,X,X,A-LH-107,CRP(DE),X,X
Wednesday,CRP_CS-2,X,X,X,X,X,X,X,X,X,X,X,X
Wednesday,CRP_CS-3,X,X,X,X,X,X,X,X,B-404,CRP(DE),X,X
Wednesday,AI_CS-1,X,X,X,X,X,X,X,X,X,X,X,X
Wednesday,AI_CS-2,X,X,X,X,X,X,X,X,B-405,AI(DE),X,X
Wednesday,AI_CS-3,X,X,X,X,X,X,X,X,X,X,X,X
Wednesday,AI_CS-4,X,X,X,X,X,X,X,X,B-406,AI(DE),X,X
Wednesday,AI_CS-5,X,X,X,X,X,X,X,X,X,X,X,X
Wednesday,AI_CS-6,X,X,X,X,X,X,X,X,A-LH-003,AI(DE),X,X
Wednesday,AI_CS-7,X,X,X,X,X,X,X,X,X,X,X,X
Wednesday,AI_CS-8,X,X,X,X,X,X,X,X,A-LH-004,AI(DE),X,X
Wednesday,AI_CS-9,X,X,X,X,X,X,X,X,X,X,X,X
Wednesday,AI_CS-10,X,X,X,X,X,X,X,X,A-LH-005,AI(DE),X,X
Wednesday,AI_CS-11,X,X,X,X,X,X,X,X,X,X,X,X
Wednesday,AI_CS-12,X,X,X,X,X,X,X,X,B-201,AI(DE),X,X
Wednesday,AI_CS-13,X,X,X,X,X,X,X,X,X,X,X,X
Wednesday,AI_CS-14,X,X,X,X,X,X,X,X,B-202,AI(DE),X,X
Wednesday,AI_CS-15,X,X,X,X,X,X,X,X,X,X,X,X
Wednesday,AI_CS-16,X,X,X,X,X,X,X,X,B-203,AI(DE),X,X
Wednesday,AI_CS-17,X,X,X,X,X,X,X,X,B-204,AI(DE),X,X
Wednesday,AI_CS-18,X,X,X,X,X,X,X,X,X,X,X,X
Wednesday,AI_CS-19,X,X,X,X,X,X,X,X,X,X,X,X
Wednesday,AI_CS-20,X,X,X,X,X,X,X,X,X,X,X,X
Wednesday,AI_CS-21,X,X,X,X,X,X,X,X,B-205,AI(DE),X,X
Wednesday,AI_CS-22,X,X,X,X,X,X,X,X,X,X,X,X
Wednesday,AI_CS-23,X,X,X,X,X,X,X,X,B-206,AI(DE),X,X
Wednesday,AI_CS-24,X,X,X,X,X,X,X,X,X,X,X,X
Wednesday,AI_CS-25,X,X,X,X,X,X,X,X,B-301,AI(DE),X,X
Wednesday,AI_CS-26,X,X,X,X,X,X,X,X,B-302,AI(DE),X,X
Wednesday,AI_CS-27,X,X,X,X,X,X,X,X,X,X,X,X
Wednesday,AI_CS-28,X,X,X,X,X,X,X,X,B-303,AI(DE),X,X
Wednesday,AI_CS-29,X,X,X,X,X,X,X,X,X,X,X,X
Wednesday,AI_CS-30,X,X,X,X,X,X,X,X,B-304,AI(DE),X,X
Wednesday,AI_CS-31,X,X,X,X,X,X,X,X,X,X,X,X
Wednesday,AI_CS-32,X,X,X,X,X,X,X,X,B-305,AI(DE),X,X
Wednesday,AI_CS-33,X,X,X,X,X,X,X,X,B-306,AI(DE),X,X
Wednesday,AI_CS-34,X,X,X,X,X,X,X,X,X,X,X,X
Wednesday,AI_CS-35,X,X,X,X,X,X,X,X,B-401,AI(DE),X,X
Wednesday,AI_CS-36,X,X,X,X,X,X,X,X,X,X,X,X
Wednesday,AI_CS-37,X,X,X,X,X,X,X,X,B-402,AI(DE),X,X
Wednesday,AI_CS-38,X,X,X,X,X,X,X,X,A-LH-009,AI(DE),X,X
Wednesday,BD_CS-1,X,X,X,X,X,X,X,X,X,X,B-303,BD(DE)
Wednesday,BD_CS-2,X,X,X,X,X,X,B-206,BD(DE),X,X,X,X
Wednesday,BD_CS-3,X,X,X,X,X,X,X,X,X,X,B-301,BD(DE)
Wednesday,BD_CS-4,X,X,X,X,X,X,B-301,BD(DE),X,X,X,X
Wednesday,BD_CS-5,X,X,X,X,X,X,X,X,X,X,B-302,BD(DE)
Wednesday,BD_CS-6,X,X,X,X,X,X,B-302,BD(DE),X,X,X,X
Wednesday,BD_CS-7,X,X,X,X,X,X,X,X,X,X,B-304,BD(DE)
Wednesday,BD_CS-8,X,X,X,X,X,X,B-303,BD(DE),X,X,X,X
Wednesday,BD_CS-9,X,X,X,X,X,X,X,X,X,X,B-305,BD(DE)
Wednesday,BD_CS-10,X,X,X,X,X,X,B-406,BD(DE),X,X,X,X
Wednesday,BD_CS-11,X,X,X,X,X,X,X,X,X,X,B-406,BD(DE)
Wednesday,BD_CS-12,X,X,X,X,X,X,A-LH-003,BD(DE),X,X,X,X
Wednesday,BD_CS-13,X,X,X,X,X,X,X,X,X,X,B-401,BD(DE)
Wednesday,BD_CS-14,X,X,X,X,X,X,B-403,BD(DE),X,X,X,X
Wednesday,BD_CS-15,X,X,X,X,X,X,B-305,BD(DE),X,X,X,X
Wednesday,BD_CS-16,X,X,X,X,X,X,X,X,X,X,B-202,BD(DE)
Wednesday,BD_CS-17,X,X,X,X,X,X,B-201,BD(DE),X,X,X,X
Wednesday,BD_CS-18,X,X,X,X,X,X,X,X,X,X,A-LH-104,BD(DE)
Wednesday,BD_CS-19,X,X,X,X,X,X,B-304,BD(DE),X,X,X,X
Wednesday,BD_CS-20,X,X,X,X,X,X,X,X,X,X,B-306,BD(DE)
Wednesday,BD_CS-21,X,X,X,X,X,X,X,X,X,X,B-206,BD(DE)
Wednesday,BD_CS-22,X,X,X,X,X,X,B-205,BD(DE),X,X,X,X
Wednesday,BD_CS-23,X,X,X,X,X,X,B-202,BD(DE),X,X,X,X
Wednesday,BD_CS-24,X,X,X,X,X,X,X,X,X,X,B-201,BD(DE)
Wednesday,BD_CS-25,X,X,X,X,X,X,A-LH-004,BD(DE),X,X,X,X
Wednesday,BD_CS-26,X,X,X,X,X,X,X,X,X,X,A-LH-003,BD(DE)
Wednesday,BD_CS-27,X,X,X,X,X,X,X,X,X,X,A-LH-004,BD(DE)
Wednesday,BD_CS-28,X,X,X,X,X,X,X,X,X,X,B-402,BD(DE)
Wednesday,BD_CS-29,X,X,X,X,X,X,X,X,X,X,B-403,BD(DE)
Wednesday,DMDW_CS-1,X,X,X,X,X,X,B-306,DMDW(DE),X,X,X,X
Wednesday,DMDW_CS-2,X,X,X,X,X,X,X,X,X,X,B-203,DMDW(DE)
Wednesday,DMDW_CS-3,X,X,X,X,X,X,B-203,DMDW(DE),X,X,X,X
Wednesday,DMDW_CS-4,X,X,X,X,X,X,X,X,X,X,A-LH-105,DMDW(DE)
Wednesday,DMDW_CS-5,X,X,X,X,X,X,A-LH-005,DMDW(DE),X,X,X,X
Wednesday,DMDW_CS-6,X,X,X,X,X,X,X,X,X,X,A-LH-005,DMDW(DE)
Wednesday,CI_CS-1,X,X,X,X,X,X,A-LH-009,CI(DE),X,X,X,X
Wednesday,CI_CS-2,X,X,X,X,X,X,X,X,X,X,B-404,CI(DE)
Wednesday,CI_CS-3,X,X,X,X,X,X,B-404,CI(DE),X,X,X,X
Wednesday,CI_CS-4,X,X,X,X,X,X,B-401,CI(DE),X,X,X,X
Wednesday,CI_CS-5,X,X,X,X,X,X,X,X,X,X,B-204,CI(DE)
Wednesday,CI_CS-6,X,X,X,X,X,X,X,X,X,X,B-205,CI(DE)
Wednesday,DMDW_IT-1,X,X,X,X,X,X,X,X,X,X,X,X
Wednesday,DMDW_IT-2,X,X,X,X,X,X,X,X,A-LH-010,DMDW(DE),X,X
Wednesday,DMDW_IT-3,X,X,X,X,X,X,X,X,X,X,X,X
Wednesday,CRP_IT-1,X,X,X,X,X,X,X,X,A-LH-104,CRP(DE),X,X
Wednesday,CI_IT-1,X,X,X,X,X,X,B-405,CI(DE),X,X,X,X
Wednesday,BD_IT-1,X,X,X,X,X,X,X,X,X,X,B-405,BD(DE)
Wednesday,BD_IT-2,X,X,X,X,X,X,B-402,BD(DE),X,X,X,X
Wednesday,BD_IT-3,X,X,X,X,X,X,B-204,BD(DE),X,X,X,X
Wednesday,AI_CE-1,X,X,X,X,X,X,X,X,X,X,X,X
Wednesday,AI_CE-2,X,X,X,X,X,X,X,X,X,X,X,X
Wednesday,ITC_CE-1,X,X,X,X,X,X,X,X,X,X,A-LH-010,ITC(DE)
Wednesday,ITC_CE-2,X,X,X,X,X,X,A-LH-104,ITC(DE),X,X,X,X
Wednesday,NLP_SE-1,X,X,X,X,X,X,X,X,A-LH-109,NLP(DE),X,X
Wednesday,CI_SE-1,X,X,X,X,X,X,X,X,X,X,X,X
Wednesday,ML_SE-1,X,X,X,X,X,X,X,X,X,X,A-LH-009,ML(DE)
Wednesday,ML_SE-2,X,X,X,X,X,X,A-LH-010,ML(DE),X,X,X,X
Thursday,CRP_CS-1,X,X,A-LH-107,CRP(DE),X,X,X,X,X,X,X,X
Thursday,CRP_CS-2,B-402,CRP(DE),X,X,X,X,X,X,X,X,X,X
Thursday,CRP_CS-3,X,X,B-404,CRP(DE),X,X,X,X,X,X,X,X
Thursday,AI_CS-1,B-403,AI(DE),X,X,X,X,X,X,X,X,X,X
Thursday,AI_CS-2,X,X,B-405,AI(DE),X,X,X,X,X,X,X,X
Thursday,AI_CS-3,B-404,AI(DE),X,X,X,X,X,X,X,X,X,X
Thursday,AI_CS-4,X,X,B-406,AI(DE),X,X,X,X,X,X,X,X
Thursday,AI_CS-5,B-405,AI(DE),X,X,X,X,X,X,X,X,X,X
Thursday,AI_CS-6,X,X,A-LH-003,AI(DE),X,X,X,X,X,X,X,X
Thursday,AI_CS-7,B-406,AI(DE),X,X,X,X,X,X,X,X,X,X
Thursday,AI_CS-8,X,X,A-LH-004,AI(DE),X,X,X,X,X,X,X,X
Thursday,AI_CS-9,A-LH-003,AI(DE),X,X,X,X,X,X,X,X,X,X
Thursday,AI_CS-10,X,X,A-LH-005,AI(DE),X,X,X,X,X,X,X,X
Thursday,AI_CS-11,A-LH-004,AI(DE),X,X,X,X,X,X,X,X,X,X
Thursday,AI_CS-12,X,X,B-201,AI(DE),X,X,X,X,X,X,X,X
Thursday,AI_CS-13,B-202,AI(DE),X,X,X,X,X,X,X,X,X,X
Thursday,AI_CS-14,X,X,B-202,AI(DE),X,X,X,X,X,X,X,X
Thursday,AI_CS-15,B-203,AI(DE),X,X,X,X,X,X,X,X,X,X
Thursday,AI_CS-16,X,X,B-203,AI(DE),X,X,X,X,X,X,X,X
Thursday,AI_CS-17,X,X,B-204,AI(DE),X,X,X,X,X,X,X,X
Thursday,AI_CS-18,B-204,AI(DE),X,X,X,X,X,X,X,X,X,X
Thursday,AI_CS-19,B-205,AI(DE),X,X,X,X,X,X,X,X,X,X
Thursday,AI_CS-20,B-206,AI(DE),X,X,X,X,X,X,X,X,X,X
Thursday,AI_CS-21,X,X,B-205,AI(DE),X,X,X,X,X,X,X,X
Thursday,AI_CS-22,B-301,AI(DE),X,X,X,X,X,X,X,X,X,X
Thursday,AI_CS-23,X,X,B-206,AI(DE),X,X,X,X,X,X,X,X
Thursday,AI_CS-24,B-302,AI(DE),X,X,X,X,X,X,X,X,X,X
Thursday,AI_CS-25,X,X,B-301,AI(DE),X,X,X,X,X,X,X,X
Thursday,AI_CS-26,X,X,B-302,AI(DE),X,X,X,X,X,X,X,X
Thursday,AI_CS-27,B-303,AI(DE),X,X,X,X,X,X,X,X,X,X
Thursday,AI_CS-28,X,X,B-303,AI(DE),X,X,X,X,X,X,X,X
Thursday,AI_CS-29,B-304,AI(DE),X,X,X,X,X,X,X,X,X,X
Thursday,AI_CS-30,X,X,B-304,AI(DE),X,X,X,X,X,X,X,X
Thursday,AI_CS-31,B-305,AI(DE),X,X,X,X,X,X,X,X,X,X
Thursday,AI_CS-32,X,X,B-305,AI(DE),X,X,X,X,X,X,X,X
Thursday,AI_CS-33,X,X,B-306,AI(DE),X,X,X,X,X,X,X,X
