DAY,Section(DE),ROOM1,11,ROOM2,12,ROOM3,13,ROOM4,15,ROOM5,16,ROOM6,17
Thursday,DA CS-3,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,DA CS-4,X,X,B-206,DA(DE),X,X,X,X,X,X,X,X
Thursday,DA CS-5,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,DA CS-6,X,X,B-301,DA(DE),X,X,X,X,X,X,X,X
Thursday,DA CS-7,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,DA CS-8,X,X,B-302,DA(DE),X,X,X,X,X,X,X,X
Thursday,DA CS-9,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,DA CS-10,X,X,B-303,DA(DE),X,X,X,X,X,X,X,X
Thursday,DA CS-11,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,DA CS-12,X,X,B-304,DA(DE),X,X,X,X,X,X,X,X
Thursday,DA CS-13,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,DA CS-14,X,X,B-305,DA(DE),X,X,X,X,X,X,X,X
Thursday,DA CS-15,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,DA CS-16,X,X,B-306,DA(DE),X,X,X,X,X,X,X,X
Thursday,DA CS-17,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,DA CS-18,X,X,B-401,DA(DE),X,X,X,X,X,X,X,X
Thursday,DA CS-19,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,DA CS-20,X,X,B-402,DA(DE),X,X,X,X,X,X,X,X
Thursday,DA CS-21,X,X,B-403,DA(DE),X,X,X,X,X,X,X,X
Thursday,DA CS-22,X,X,B-404,DA(DE),X,X,X,X,X,X,X,X
Thursday,DA CS-23,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,DA CS-24,X,X,B-405,DA(DE),X,X,X,X,X,X,X,X
Thursday,DA CS-25,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,DA CS-26,X,X,B-406,DA(DE),X,X,X,X,X,X,X,X
Thursday,DA CS-27,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,DA CS-28,X,X,A-LH-003,DA(DE),X,X,X,X,X,X,X,X
Thursday,DA CS-29,X,X,A-LH-004,DA(DE),X,X,X,X,X,X,X,X
Thursday,DA CS-30,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,DA CS-31,X,X,A-LH-005,DA(DE),X,X,X,X,X,X,X,X
Thursday,DA CS-32,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,DA CS-33,X,X,A-LH-009,DA(DE),X,X,X,X,X,X,X,X
Thursday,DA CS-34,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,ML IT-1,A-LH-009,ML(DE),X,X,X,X,X,X,X,X,X,X
Thursday,ML IT-2,X,X,X,X,A-LH-005,ML(DE),X,X,X,X,X,X
Thursday,ML IT-3,A-LH-010,ML(DE),X,X,X,X,X,X,X,X,X,X
Thursday,ML IT-4,X,X,X,X,A-LH-009,ML(DE),X,X,X,X,X,X
Thursday,MC IT-1,X,X,A-LH-010,MC(DE),X,X,X,X,X,X,X,X
Thursday,MC IT-2,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,MC IT-3,X,X,A-LH-104,MC(DE),X,X,X,X,X,X,X,X
Thursday,OT IT-1,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,ML CE-1,A-LH-105,ML(DE),X,X,X,X,X,X,X,X,X,X
Thursday,IOT CE-1,B-405,IOT(DE),X,X,X,X,X,X,X,X,X,X
Thursday,WSN CE-1,X,X,B-201,WSN(DE),X,X,X,X,X,X,X,X
Thursday,SCS CE-1,X,X,X,X,X,X,X,X,X,X,X,X
Thursday,DA SE-1,X,X,X,X,A-LH-010,DA(DE),X,X,X,X,X,X
Thursday,DA SE-2,A-LH-104,DA(DE),X,X,X,X,X,X,X,X,X,X
Thursday,DMDW SE-1,X,X,A-LH-105,DMDW(DE),X,X,X,X,X,X,X,X
Thursday,DMDW SE-2,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-1,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-2,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-3,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-4,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-5,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-6,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-7,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-8,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-9,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-10,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-11,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-12,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-13,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-14,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-15,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-16,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-17,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-18,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-19,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-20,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-21,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-22,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-23,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-24,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-25,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-26,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML CS-27,X,X,X,X,X,X,X,X,X,X,X,X
Friday,IOT CS-1,X,X,X,X,X,X,X,X,X,X,X,X
Friday,IOT CS-2,X,X,X,X,X,X,X,X,X,X,X,X
Friday,IOT CS-3,X,X,X,X,X,X,X,X,X,X,X,X
Friday,IOT CS-4,X,X,X,X,X,X,X,X,X,X,X,X
Friday,IOT CS-5,X,X,X,X,X,X,X,X,X,X,X,X
Friday,IOT CS-6,X,X,X,X,X,X,X,X,X,X,X,X
Friday,IOT CS-7,X,X,X,X,X,X,X,X,X,X,X,X
Friday,IOT CS-8,X,X,X,X,X,X,X,X,X,X,X,X
Friday,IOT CS-9,X,X,X,X,X,X,X,X,X,X,X,X
Friday,IOT CS-10,X,X,X,X,X,X,X,X,X,X,X,X
Friday,IOT CS-11,X,X,X,X,X,X,X,X,X,X,X,X
Friday,IOT CS-12,X,X,X,X,X,X,X,X,X,X,X,X
Friday,IOT CS-13,X,X,X,X,X,X,X,X,X,X,X,X
Friday,NLP CS-1,X,X,X,X,X,X,B-202,NLP(DE),X,X,X,X
Friday,NLP CS-2,B-202,NLP(DE),X,X,X,X,X,X,X,X,X,X
Friday,NLP CS-3,X,X,X,X,X,X,B-203,NLP(DE),X,X,X,X
Friday,NLP CS-4,B-203,NLP(DE),X,X,X,X,X,X,X,X,X,X
Friday,NLP CS-5,X,X,X,X,X,X,B-204,NLP(DE),X,X,X,X
Friday,NLP CS-6,B-204,NLP(DE),X,X,X,X,X,X,X,X,X,X
Friday,DA CS-1,X,X,X,X,X,X,B-205,DA(DE),X,X,X,X
Friday,DA CS-2,B-205,DA(DE),X,X,X,X,X,X,X,X,X,X
Friday,DA CS-3,X,X,X,X,X,X,B-206,DA(DE),X,X,X,X
Friday,DA CS-4,B-206,DA(DE),X,X,X,X,X,X,X,X,X,X
Friday,DA CS-5,X,X,X,X,X,X,B-301,DA(DE),X,X,X,X
Friday,DA CS-6,B-301,DA(DE),X,X,X,X,X,X,X,X,X,X
Friday,DA CS-7,X,X,X,X,X,X,B-302,DA(DE),X,X,X,X
Friday,DA CS-8,B-302,DA(DE),X,X,X,X,X,X,X,X,X,X
Friday,DA CS-9,X,X,X,X,X,X,B-303,DA(DE),X,X,X,X
Friday,DA CS-10,B-303,DA(DE),X,X,X,X,X,X,X,X,X,X
Friday,DA CS-11,X,X,X,X,X,X,B-304,DA(DE),X,X,X,X
Friday,DA CS-12,B-304,DA(DE),X,X,X,X,X,X,X,X,X,X
Friday,DA CS-13,X,X,X,X,X,X,B-305,DA(DE),X,X,X,X
Friday,DA CS-14,B-305,DA(DE),X,X,X,X,X,X,X,X,X,X
Friday,DA CS-15,X,X,X,X,X,X,B-306,DA(DE),X,X,X,X
Friday,DA CS-16,B-306,DA(DE),X,X,X,X,X,X,X,X,X,X
Friday,DA CS-17,X,X,X,X,X,X,B-401,DA(DE),X,X,X,X
Friday,DA CS-18,B-401,DA(DE),X,X,X,X,X,X,X,X,X,X
Friday,DA CS-19,X,X,X,X,X,X,B-402,DA(DE),X,X,X,X
Friday,DA CS-20,B-402,DA(DE),X,X,X,X,X,X,X,X,X,X
Friday,DA CS-21,B-403,DA(DE),X,X,X,X,X,X,X,X,X,X
Friday,DA CS-22,B-404,DA(DE),X,X,X,X,X,X,X,X,X,X
Friday,DA CS-23,X,X,X,X,X,X,B-403,DA(DE),X,X,X,X
Friday,DA CS-24,B-405,DA(DE),X,X,X,X,X,X,X,X,X,X
Friday,DA CS-25,X,X,X,X,X,X,B-404,DA(DE),X,X,X,X
Friday,DA CS-26,B-406,DA(DE),X,X,X,X,X,X,X,X,X,X
Friday,DA CS-27,X,X,X,X,X,X,B-405,DA(DE),X,X,X,X
Friday,DA CS-28,A-LH-003,DA(DE),X,X,X,X,X,X,X,X,X,X
Friday,DA CS-29,A-LH-004,DA(DE),X,X,X,X,X,X,X,X,X,X
Friday,DA CS-30,X,X,X,X,X,X,B-406,DA(DE),X,X,X,X
Friday,DA CS-31,A-LH-005,DA(DE),X,X,X,X,X,X,X,X,X,X
Friday,DA CS-32,X,X,X,X,X,X,A-LH-003,DA(DE),X,X,X,X
Friday,DA CS-33,A-LH-009,DA(DE),X,X,X,X,X,X,X,X,X,X
Friday,DA CS-34,X,X,X,X,X,X,A-LH-004,DA(DE),X,X,X,X
Friday,ML IT-1,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML IT-2,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML IT-3,X,X,X,X,X,X,X,X,X,X,X,X
Friday,ML IT-4,X,X,X,X,X,X,X,X,X,X,X,X
Friday,MC IT-1,A-LH-010,MC(DE),X,X,X,X,X,X,X,X,X,X
Friday,MC IT-2,X,X,X,X,X,X,A-LH-005,MC(DE),X,X,X,X
Friday,MC IT-3,A-LH-104,MC(DE),X,X,X,X,X,X,X,X,X,X
Friday,OT IT-1,X,X,X,X,X,X,B-201,OT(DE),X,X,X,X
Friday,ML CE-1,X,X,X,X,X,X,X,X,X,X,X,X
Friday,IOT CE-1,X,X,X,X,X,X,X,X,X,X,X,X
Friday,WSN CE-1,B-201,WSN(DE),X,X,X,X,X,X,X,X,X,X
Friday,SCS CE-1,X,X,X,X,X,X,A-LH-010,SCS(DE),X,X,X,X
Friday,DA SE-1,X,X,X,X,X,X,X,X,X,X,X,X
Friday,DA SE-2,X,X,X,X,X,X,X,X,X,X,X,X
Friday,DMDW SE-1,A-LH-105,DMDW(DE),X,X,X,X,X,X,X,X,X,X
Friday,DMDW SE-2,X,X,X,X,X,X,A-LH-009,DMDW(DE),X,X,X,X
Saturday,ML CS-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-2,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-3,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-4,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-5,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-6,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-7,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-8,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-9,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-10,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-11,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-12,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-13,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-14,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-15,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-16,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-17,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-18,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-19,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-20,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-21,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-22,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-23,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-24,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-25,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-26,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CS-27,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,IOT CS-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,IOT CS-2,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,IOT CS-3,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,IOT CS-4,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,IOT CS-5,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,IOT CS-6,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,IOT CS-7,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,IOT CS-8,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,IOT CS-9,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,IOT CS-10,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,IOT CS-11,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,IOT CS-12,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,IOT CS-13,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,NLP CS-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,NLP CS-2,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,NLP CS-3,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,NLP CS-4,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,NLP CS-5,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,NLP CS-6,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-2,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-3,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-4,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-5,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-6,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-7,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-8,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-9,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-10,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-11,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-12,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-13,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-14,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-15,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-16,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-17,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-18,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-19,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-20,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-21,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-22,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-23,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-24,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-25,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-26,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-27,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-28,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-29,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-30,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-31,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-32,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-33,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA CS-34,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML IT-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML IT-2,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML IT-3,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML IT-4,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,MC IT-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,MC IT-2,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,MC IT-3,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,OT IT-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,ML CE-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,IOT CE-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,WSN CE-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,SCS CE-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA SE-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DA SE-2,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DMDW SE-1,X,X,X,X,X,X,X,X,X,X,X,X
Saturday,DMDW SE-2,X,X,X,X,X,X,X,X,X,X,X,X
